winery,wine_type,city,country,wine_name,year,overall_rating,overall_rating_count,price,light_bold,smooth_tannic,dry_sweet,soft_acidic
Pax,Red wine,Russian River Valley,United States,Castelli-Knight Ranch Syrah,2013,4.3,48,65.26,76.7595,61.7047,11.678,48.1261
Betz Family Winery,Red wine,Columbia Valley,United States,Père de Famille,2008,4.3,46,78.99,62.7964,60.3998,3.63393,61.9533
Kosta Browne,Red wine,Santa Lucia Highlands,United States,Santa Lucia Highlands Pinot Noir,2011,4.3,45,129.95,41.6384,19.0942,14.1111,49.0302
Booker,Red wine,Paso Robles,United States,Oublie,2011,4.3,45,69.35,80,49.3533,1.77739,49.6925
Force Majeure,Red wine,Red Mountain,United States,Syrah,2016,4.3,45,75.95,67.7352,54.2106,10.4325,52.649
Máté,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Riserva,2012,4.3,44,100.99,44.0283,51.5156,10.7961,63.5885
Rivers-Marie,Red wine,Sonoma Coast,United States,Summa Vineyard Pinot Noir,2018,4.3,44,74.99,46.9069,17.2239,13.8886,51.6148
Jack Larkin,Red wine,Napa Valley,United States,Larkin Cabernet Franc,2016,4.3,44,79.99,57.2841,54.7832,0,39.2417
Walt,Red wine,Sonoma Coast,United States,Gap's Crown Vineyard Pinot Noir,2015,4.3,44,74.9,48.1876,19.1622,8.27397,50.4145
Fèlsina,Red wine,Chianti Classico,Italy,Colonia Chianti Classico Riserva,2007,4.3,42,79.99,46.8986,57.4831,2.07095,65.2568
Siro Pacenti,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2013,4.3,42,75,46.5547,52.284,1.09099,60.1459
Monticello Vineyards,Red wine,Napa Valley,United States,Proprietary Corley,2016,4.3,42,104.99,80,50.4529,0.217993,61.4013
Knighton,Red wine,Napa Valley,United States,AVA Grace Cabernet Sauvignon,2012,4.3,41,79.99,80,42.9422,2.6847,44.7146
Hartford Court,Red wine,Sonoma Coast,United States,Far Coast Vineyard Pinot Noir,2015,4.3,41,89.99,44.3778,14.4495,11.052,46.1248
Hartford Court,Red wine,Russian River Valley,United States,MacLean's Block Pinot Noir,2015,4.3,41,89.99,46.7648,17.1229,4.52956,52.5959
Knudsen Vineyards,Red wine,Dundee Hills,United States,Pinot Noir,2016,4.3,40,70,22.0298,12.8977,2.37771,64.5639
Palmina,Red wine,Santa Barbara County,United States,Rocca Nebbiolo,2010,4.3,40,80,80,56.7814,14.1319,59.8342
Brovia,Red wine,Barolo,Italy,Garblèt Sué Barolo,2013,4.3,39,78.99,62.9482,70.8039,0.0239675,78.601
Law Estate Wines,Red wine,Paso Robles,United States,Audacious,2011,4.3,39,76.99,80,58.6054,4.14504,60.3866
Poggio San Polo,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Riserva,2012,4.3,38,181.99,49.3016,56.7747,10.8153,63.6425
Kynsi,Red wine,Edna Valley,United States,Estate Stone Corral Vineyard Pinot Noir,2013,4.3,38,70,44.2431,18.9087,0,49.7354
Corliss,Red wine,Columbia Valley,United States,Red,2013,4.3,37,71.38,61.1893,51.2779,10.4833,63.1854
Caduceus,Red wine,Arizona,United States,Nagual del Marzo,2014,4.3,36,69.99,-1,-1,-1,-1
Arnot-Roberts,Red wine,Sonoma Coast,United States,Clary Ranch Pinot Noir,2016,4.3,35,70,28.875,18.664,0,53.638
Walt,Red wine,Los Carneros,United States,Brown Ranch Pinot Noir,2018,4.3,34,75,42.8257,18.0469,7.06061,52.6128
Pine Ridge,Red wine,Napa Valley,United States,Petit Verdot,2017,4.3,34,75,-1,-1,-1,-1
Flowers,Red wine,Sonoma Coast,United States,Sea View Ridge Vineyard Pinot Noir,2018,4.3,34,71.39,34.4164,16.8998,0.550565,51.438
Turley,Red wine,Napa Valley,United States,Estate Zinfandel,2012,4.3,32,59.99,80,27.2123,25.7334,17.1545
Chappellet,Red wine,Napa Valley,United States,Cabernet Franc (Pritchard Hill),2009,4.3,32,94.85,56.5895,50.123,1.49812,40.4195
Silverado Vineyards,Red wine,Napa Valley,United States,Estate Cabernet Sauvignon,1999,4.3,32,74.95,80,50.1472,3.07375,50.778
Bremer,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.3,30,70,78.9549,41.0148,0,47.3592
Bremer,Red wine,Napa Valley,United States,Cabernet Sauvignon,2011,4.3,30,70,78.9549,41.0148,0,47.3592
Liquid Farm,Red wine,Sta. Rita Hills,United States,Pinot Noir Radian Vineyard,2014,4.3,29,74.99,41.8184,24.4566,0,47.9658
Guarachi,Red wine,Sonoma Coast,United States,Sun Chase Vineyard Pinot Noir,2014,4.3,29,49.98,53.47,17.726,0,52.0291
Leonetti,Red wine,Walla Walla Valley,United States,Sangiovese,2010,4.3,29,99.95,-1,-1,-1,-1
Martinelli,Red wine,Russian River Valley,United States,Lolita Ranch Pinot Noir,2013,4.3,29,75,46.0016,13.1384,16.6508,51.9318
Davis Estates,Red wine,Napa Valley,United States,Cabernet Franc,2017,4.3,28,80,54.4531,53.4704,9.67888,41.4607
Pestoni Family,Red wine,Howell Mountain,United States,Cabernet Sauvignon,2014,4.3,28,85,80,42.5348,0,50.0225
Failla,Red wine,Sonoma Coast,United States,Occidental Ridge Vineyard Pinot Noir,2017,4.3,26,79.99,42.7689,18.8896,8.02011,54.7734
Corino Giovanni,Red wine,Barolo,Italy,Giachini Barolo,2005,4.3,26,56.95,63.0179,75.6432,7.91825,80
Justin,Red wine,Paso Robles,United States,Isosceles,2018,4.3,28,50,80,57.221,4.43247,62.3819
Boekenoogen,Red wine,Santa Lucia Highlands,United States,Pinot Noir,2015,4.3,26,75,41.8425,14.2103,3.67295,51.137
Delectus,Red wine,Napa Valley,United States,Merlot,2013,4.3,26,78,65.8351,21.028,8.25422,4.95744
Duckhorn,Red wine,Atlas Peak,United States,Atlas Peak Merlot,2017,4.3,25,78,64.9333,18.5957,13.3698,6.75547
Banfi,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2013,4.2,7748,60.99,44.7483,51.8132,1.58303,60.0564
Banfi,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2009,4.2,5183,80.39,44.7483,51.8132,1.58303,60.0564
Stags' Leap,Red wine,Napa Valley,United States,The Investor Red,2014,4.2,3291,36.99,80,49.4448,3.45705,59.9108
Orin Swift,Red wine,California,United States,Abstract,2014,4.2,2271,84.99,80,50.2637,9.46826,60.4889
Poggio San Polo,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2013,4.2,1795,99.99,45.028,52.3314,4.13107,59.9283
Blackbird Vineyards,Red wine,Oak Knoll District,United States,Arise,2014,4.2,1136,38,80,52.6161,3.5295,62.5004
Giacomo Fenocchio,Red wine,Barolo,Italy,Barolo Riserva Bussia 90 Dì,2011,4.2,1053,77.65,60.3741,75.1236,0.841353,80
Dominus,Red wine,Napa Valley,United States,Napanook,2012,4.2,979,84.95,80,52.7761,8.47778,60.7586
Round Pond Estate,Red wine,Rutherford,United States,Cabernet Sauvignon,2013,4.2,939,69.99,80,47.3681,1.25852,50.5742
Scarpa,Red wine,Barbera d'Asti,Italy,La Bogliona Barbera d'Asti,2008,4.2,780,72.83,53.1176,24.7605,7.14615,61.9347
Pio Cesare,Red wine,Barbaresco,Italy,Barbaresco,2010,4.2,727,76.99,57.8785,65.5337,3.80274,80
Burgess,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.2,698,51.22,80,50.1515,0,51.3921
Tenuta Sette Ponti,Red wine,Toscana,Italy,Oreno Toscana,2014,4.2,652,69.49,50.9622,42.5219,7.70542,43.241
Giacomo Conterno,Red wine,Barbera d'Alba,Italy,Barbera d'Alba Vigna Francia,2012,4.2,645,72.11,54.5598,23.5859,6.8938,62.027
Ricasoli,Red wine,Toscana,Italy,Casalferro,2011,4.2,596,57,46.821,36.1573,7.84295,44.099
Gaja,Red wine,Bolgheri,Italy,Ca'Marcanda Magari,2008,4.2,548,192.49,59.2408,63.2675,6.44448,51.8711
Emidio Pepe,Red wine,Montepulciano d'Abruzzo,Italy,Montepulciano d'Abruzzo,2017,4.2,525,169.99,36.0215,39.6819,6.93006,62.0727
G.D. Vajra,Red wine,Barolo,Italy,Barolo Bricco Delle Viole,2014,4.2,487,80,58.0298,75.316,2.81408,79.8418
Tua Rita,Red wine,Toscana,Italy,Giusto di Notri Toscana,2012,4.2,466,91.79,52.5614,42.3633,8.17977,42.9873
Casanova di Neri,Red wine,Brunello di Montalcino,Italy,Tenuta Nuova Brunello di Montalcino,2005,4.2,456,124.99,48.6454,54.7405,10.1368,60.3977
Fontodi,Red wine,Chianti Classico,Italy,Vigna del Sorbo Gran Selezione Chianti Classico,2014,4.2,430,110.99,49.8878,58.0536,9.55325,63.6644
Montevetrano,Red wine,Colli di Salerno,Italy,Colli di Salerno Rosso,2005,4.2,390,74.99,78.8349,42.9305,23.2603,26.5966
Montevetrano,Red wine,Colli di Salerno,Italy,Colli di Salerno Rosso,2009,4.2,389,74.99,78.8349,42.9305,23.2603,26.5966
Orin Swift,Red wine,Napa Valley,United States,Palermo Cabernet Sauvignon,2011,4.2,371,99.99,80,49.2832,9.45656,49.834
Tua Rita,Red wine,Toscana,Italy,Giusto di Notri Toscana,2014,4.2,368,91.79,52.5614,42.3633,8.17977,42.9873
La Spinetta,Red wine,Barolo,Italy,Vigneto Garretti Barolo,2011,4.2,362,61.99,62.7205,76.2089,5.77055,80
Siro Pacenti,Red wine,Brunello di Montalcino,Italy,Vecchie Vigne Brunello di Montalcino,2011,4.2,358,79.99,44.1363,58.461,6.27013,63.475
Ciacci Piccolomini d'Aragona,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2007,4.2,356,55.46,43.3209,53.3138,3.90141,60.9635
Damilano,Red wine,Piemonte,Italy,Barolo Cannubi,2012,4.2,331,79.99,61.2396,74.0507,4.29905,80
Rombauer Vineyards,Red wine,Napa Valley,United States,Cabernet Sauvignon,2014,4.2,312,70.99,80,48.6481,3.77123,51.0256
Domenico Clerico,Red wine,Barolo,Italy,Barolo Pajana,2008,4.2,311,110.99,62.8358,79.169,8.50328,80
Figgins,Red wine,Walla Walla Valley,United States,Walla Walla Valley Estate Red,2011,4.2,296,96.89,63.6538,53.3731,1.63177,63.0048
Mastrojanni,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2006,4.2,292,88,46.682,54.7412,5.66302,61.616
Flowers,Red wine,Sonoma Coast,United States,Sea View Ridge Vineyard Pinot Noir,2011,4.2,287,71.39,34.4164,16.8998,0.550565,51.438
Fratelli Alessandria,Red wine,Barolo,Italy,Barolo San Lorenzo di Verduno,2015,4.2,266,72.99,60.7629,72.8798,0.97656,77.6704
Giuseppe Cortese,Red wine,Barbaresco,Italy,Barbaresco Rabaja,2003,4.2,261,109.99,58.9052,68.1807,0,80
Damilano,Red wine,Barolo,Italy,Barolo Riserva,2000,4.2,261,139.99,61.69,69.2131,3.01696,80
Matthiasson,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.2,259,64.99,79.5909,54.6307,5.36879,52.8217
Poggio di Sotto,Red wine,Rosso di Montalcino,Italy,Rosso di Montalcino,2015,4.2,248,110.99,40.4192,37.2329,4.38483,47.1686
Domaine de la Côte,Red wine,Sta. Rita Hills,United States,Blooms Field Pinot Noir,2016,4.2,237,82,37.5984,18.3639,11.5361,53.1705
Galardi,Red wine,Roccamonfina,Italy,Terra di Lavoro,2014,4.2,224,79.99,80,43.3687,24.7444,26.6406
Pelissero,Red wine,Barbaresco,Italy,Barbaresco Vanotu,2010,4.2,222,118.25,60.8917,67.4142,5.16212,80
Tenuta Sette Ponti,Red wine,Toscana,Italy,Oreno Toscana,2004,4.2,220,106.99,50.9622,42.5219,7.70542,43.241
Rivella Serafino,Red wine,Barbaresco,Italy,Montestefano Barbaresco,2014,4.2,216,116,58.8612,73.5842,1.91133,80
Mauro Molino,Red wine,Barolo,Italy,Barolo Bricco Luciani,2015,4.2,186,61.49,61.3058,71.8185,4.28892,80
Elio Grasso,Red wine,Barolo,Italy,Barolo Gavarini Chiniera,2013,4.2,178,105.45,59.7303,74.1554,4.77076,80
Grattamacco,Red wine,Bolgheri Superiore,Italy,L'Alberello Bolgheri Superiore,2013,4.2,171,95.99,65.8229,64.7117,3.15813,49.8048
Domaine de la Côte,Red wine,Sta. Rita Hills,United States,Blooms Field Pinot Noir,2012,4.2,164,79,37.5984,18.3639,11.5361,53.1705
Conterno Fantino,Red wine,Barolo,Italy,Barolo Ginestra Vigna del Gris,2013,4.2,164,109.99,62.0968,75.4726,2.83287,80
Bacio Divino,Red wine,Napa Valley,United States,Janzen Cabernet Sauvignon,2012,4.2,162,79.99,80,46.7085,5.43619,48.5962
Produttori del Barbaresco,Red wine,Barbaresco,Italy,Barbaresco Riserva Asili,2014,4.2,155,87.99,58.5148,69.686,4.63303,80
Salicutti,Red wine,Brunello di Montalcino,Italy,Piaggione Brunello di Montalcino,2013,4.2,154,119.99,42.589,55.7314,5.18032,61.1619
Rhys Vineyards,Red wine,Anderson Valley,United States,Bearwallow Vineyard Pinot Noir,2014,4.2,147,67.99,36.9005,22.9652,5.23488,51.6348
Pecchenino,Red wine,Barolo,Italy,Barolo Le Coste,2009,4.2,140,70.99,61.1129,71.3428,6.39594,80
L'Ecole No 41,Red wine,Walla Walla Valley,United States,Apogee Pepper Bridge Vineyard,2014,4.2,133,50.99,63.6022,56.2315,2.19102,61.8165
Pio Cesare,Red wine,Barbaresco,Italy,Barbaresco,2003,4.2,132,76.99,57.8785,65.5337,3.80274,80
Gary Farrell,Red wine,Russian River Valley,United States,Hallberg Vineyard Pinot Noir (Dijon Clones),2012,4.2,131,59.99,39.1581,16.7388,1.32986,51.7361
Cresti - Fattoria Carpineta Fontalpino,Red wine,Toscana,Italy,Dofana,2007,4.2,130,69.19,44.005,46.1269,5.00622,58.1853
Tenuta di Carleone,Red wine,Toscana,Italy,Uno,2016,4.2,127,72.12,46.4197,40.6898,7.15189,48.4878
Elio Grasso,Red wine,Barolo,Italy,Barolo Gavarini Chiniera,2015,4.2,125,105.45,59.7303,74.1554,4.77076,80
Patz & Hall,Red wine,Russian River Valley,United States,Chenoweth Ranch Pinot Noir,2014,4.2,119,139,46.3238,19.1748,8.49092,50.3125
Evening Land,Red wine,Eola-Amity Hills,United States,La Source Seven Springs Vineyard Pinot Noir,2013,4.2,116,71.68,19.2744,17.5803,0,63.677
Monticello Vineyards,Red wine,Napa Valley,United States,Cabernet Sauvignon Jefferson Cuvée,2016,4.2,114,41.95,80,49.9291,5.64015,49.7821
Fratelli Alessandria,Red wine,Barolo,Italy,Barolo Monvigliero,2012,4.2,113,86.5,59.4979,75.4969,3.14051,78.2666
Anakota,Red wine,Knights Valley,United States,Helena Montana Vineyard Cabernet Sauvignon,2009,4.2,110,119.99,80,53.4475,2.24421,41.6191
Barlow,Red wine,Calistoga,United States,Cabernet Sauvignon,2010,4.2,106,70,80,52.9197,0,52.5667
Andrew Will,Red wine,Horse Heaven Hills,United States,Champoux Vineyard Red,2013,4.2,104,90.99,63.0307,53.3467,9.2162,62.218
Palmina,Red wine,Santa Barbara County,United States,Rocca Nebbiolo,2009,4.2,104,84.66,80,56.7814,14.1319,59.8342
Renato Corino,Red wine,Barolo,Italy,Rocche dell'Annunziata Barolo,2013,4.2,103,97.99,58.678,77.6009,0,77.4484
Terlato,Red wine,Stags Leap District,United States,Cabernet Sauvignon,2007,4.2,103,79,80,50.0187,0.213187,50.3247
Paolo Scavino,Red wine,Barolo,Italy,Barolo Carobric,2010,4.2,103,82.99,59.7736,74.1032,4.239,80
Fratelli Alessandria,Red wine,Barolo,Italy,Barolo San Lorenzo di Verduno,2016,4.2,101,76.49,60.7629,72.8798,0.97656,77.6704
Hall,Red wine,Napa Valley,United States,The North End Cabernet Sauvignon,2017,4.2,100,70,80,48.8559,13.2543,50.3429
Stonestreet,Red wine,Alexander Valley,United States,Cougar Ridge Cabernet Sauvignon,2016,4.2,100,75,80,47.6739,2.70536,36.125
Tenuta dei Sette Cieli,Red wine,Toscana,Italy,Scipio,2009,4.2,98,71.2,50.0545,40.869,2.23709,37.8133
Teo Costa,Red wine,Barolo,Italy,Monroj Barolo,2013,4.2,95,79.99,60.9483,59.3615,3.93233,71.4928
Fontodi,Red wine,Chianti Classico,Italy,Vigna del Sorbo Gran Selezione Chianti Classico,2017,4.2,93,129.99,49.8878,58.0536,9.55325,63.6644
Umani Ronchi,Red wine,Rosso Conero Riserva,Italy,Campo San Giorgio Conero Riserva,2013,4.2,93,99.99,50.4474,40.1765,12.7695,42.9696
Galardi,Red wine,Roccamonfina,Italy,Terra di Lavoro,2003,4.2,93,49.99,80,43.3687,24.7444,26.6406
Miner,Red wine,Napa Valley,United States,Stagecoach Vineyard Cabernet Sauvignon,2014,4.2,88,84.99,80,53.0714,0,50.9797
Occhipinti,Red wine,Terre Siciliane,Italy,Grotte Alte,2014,4.2,85,86,74.1353,40.7889,23.3943,33.2626
Coup de Foudre,Red wine,Napa Valley,United States,Les Bouquinistes,2014,4.2,84,70,80,58.156,17.906,66.7955
E. Pira & Figli,Red wine,Barolo,Italy,Via Nuova Barolo,2013,4.2,84,99.93,61.7226,80,1.89767,80
Turley,Red wine,Howell Mountain,United States,Rattlesnake Ridge Zinfandel,2016,4.2,82,74.99,80,28.7974,26.8326,10.2899
Paolo Scavino,Red wine,Barolo,Italy,Barolo Cannubi,2015,4.2,82,110.99,62.3581,77.0036,7.313,79.0902
Produttori del Barbaresco,Red wine,Barbaresco,Italy,Barbaresco Riserva Pajé,2014,4.2,81,76.99,59.2067,69.9945,5.98829,80
Pira Luigi,Red wine,Barolo,Italy,Barolo Vigna Rionda,2013,4.2,77,78.13,60.5612,75.9359,7.804,80
Herman Story,Red wine,California,United States,Bolt Cutter,2016,4.2,74,49.99,80,54.6537,4.89511,60.7372
Barlow,Red wine,Calistoga,United States,Cabernet Sauvignon,2009,4.2,73,70,80,52.9197,0,52.5667
Scherrer,Red wine,Russian River Valley,United States,Pinot Noir,2009,4.2,72,49.99,43.1127,15.558,15.5475,54.0701
Guarachi,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.2,69,74.69,80,46.115,8.71615,49.2323
Failla,Red wine,Sonoma Coast,United States,Occidental Ridge Vineyard Pinot Noir,2014,4.2,69,79.99,42.7689,18.8896,8.02011,54.7734
Luigi Tecce,Red wine,Taurasi,Italy,Poliphemo Taurasi,2014,4.2,67,93,80,48.9089,19.5262,32.5484
Martinelli,Red wine,Green Valley of Russian River Valley,United States,Bondi Home Ranch Pinot Noir,2016,4.2,64,66.25,44.2129,16.4123,7.45308,48.6528
Moccagatta,Red wine,Barbaresco,Italy,Cole Barbaresco,2012,4.2,64,101.99,65.6347,65.0966,1.30989,80
Anderson's Conn Valley Vineyards,Red wine,Napa Valley,United States,Right Bank,2008,4.2,63,49.99,80,48.3904,1.96883,61.7261
Piero Busso,Red wine,Barbaresco,Italy,Albesani Vigna Borgese Barbaresco,2016,4.2,62,75,57.3191,68.0715,0,75.672
Oddero,Red wine,Barolo,Italy,Barolo Rocche di Castiglione,2014,4.2,61,92.99,60.3503,78.4381,0,80
Cordero di Montezemolo,Red wine,Barolo,Italy,Barolo Bricco Gattera,2016,4.2,60,79.99,57.3845,72.5257,7.70595,79.7153
Ferrando,Red wine,Carema,Italy,White Label Carema,2015,4.2,58,82.5,55.2294,39.67,7.40255,36.8584
Hyde Estate,Red wine,Los Carneros,United States,Pinot Noir,2014,4.2,56,69.99,46.3492,17.924,11.2983,45.7641
Scherrer,Red wine,Russian River Valley,United States,Pinot Noir,2011,4.2,52,49.99,43.1127,15.558,15.5475,54.0701
Varozza,Red wine,St. Helena,United States,Cabernet Sauvignon,2002,4.2,51,80,80,48.0157,3.57065,48.5856
Merry Edwards,Red wine,Russian River Valley,United States,Olivet Lane Pinot Noir,2009,4.2,50,96.89,41.4662,19.9718,2.66548,49.4769
Tenuta di Nozzole,Red wine,Toscana,Italy,Toscana Il Pareto,2004,4.2,49,94.99,54.4184,40.2506,12.7557,40.1962
Castello di Radda,Red wine,Toscana,Italy,Guss,2011,4.2,49,74.99,50.9081,36.473,7.94054,45.2203
Anderson's Conn Valley Vineyards,Red wine,Napa Valley,United States,Right Bank,2007,4.2,48,49.99,80,48.3904,1.96883,61.7261
Duckhorn,Red wine,Napa Valley,United States,Napa Valley Merlot,1997,4.2,46,95.99,64.2439,18.0364,13.7801,8.79225
Owen Roe,Red wine,Yakima Valley,United States,Red Willow Vineyard Cabernet Sauvignon,2012,4.2,46,76.45,63.9278,60.5305,7.27903,64.3336
Tenuta CastelGiocondo,Red wine,Toscana,Italy,Lamaione Toscana,1997,4.2,44,70.92,49.8963,38.4445,8.99986,42.5109
Kelley Fox,Red wine,Dundee Hills,United States,Maresh Vineyard Pinot Noir,2018,4.2,43,102.99,18.4686,26.4671,0,62.4945
Williamson,Red wine,Russian River Valley,United States,Passion Pinot Noir,2014,4.2,43,75,43.2662,22.3177,2.87636,48.8132
Rodney Strong,Red wine,Russian River Valley,United States,Reserve Pinot Noir,2014,4.2,43,74.99,46.32,17.0947,4.35999,49.105
Goldschmidt Vineyards,Red wine,Alexander Valley,United States,Yoeman Vineyard Cabernet Sauvignon,2014,4.2,43,73.99,80,50.6552,0.67205,40.2595
Bernardus,Red wine,Carmel Valley,United States,Marinus,2013,4.2,42,67.99,80,57.9747,4.64558,59.0798
I Selvatici,Red wine,Toscana,Italy,Cardisco,2007,4.2,42,73.32,41.188,47.055,4.995,49.615
Scopetone,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2004,4.2,42,78.95,34.5897,54.6368,0,67.2656
Ankh,Red wine,Napa Valley,United States,Cabernet Sauvignon,2014,4.2,41,75,77.5919,54.3131,0,52.1892
Longoria,Red wine,Sta. Rita Hills,United States,Fe Ciega Vineyard Pinot Noir,2013,4.2,41,34.99,39.5528,16.4393,1.52564,54.8013
Ledson,Red wine,Sonoma County,United States,Sonoma County Merlot,2015,4.2,39,74,64.5829,16.4088,6.10071,9.51066
Prim Family,Red wine,Howell Mountain,United States,Cabernet Sauvignon,2014,4.2,39,80,80,48.2324,14.2829,56.7711
ONX Wines,Red wine,Paso Robles,United States,Reckoning,2012,4.2,38,75,80,50.1406,0.18195,58.7507
Aleksander,Red wine,Paso Robles,United States,Red,2012,4.2,37,75.99,79.5523,41.8802,1.86505,57.4745
Bevan Cellars,Red wine,Sta. Rita Hills,United States,Rita's Crown Vineyard Pinot Noir,2015,4.2,36,79,57.196,19.6194,7.91847,50.641
Brewer-Clifton,Red wine,Sta. Rita Hills,United States,Machado Pinot Noir,2012,4.2,35,79.84,39.9409,23.9049,0,59.1023
Clark-Claudon,Red wine,Napa Valley,United States,Cabernet Sauvignon,2001,4.2,34,98,80,53.428,2.20494,52.6439
Pian dell'Orino,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2011,4.2,33,99.99,44.4483,56.1176,5.34036,64.3752
Hyland Estates,Red wine,McMinnville,United States,Coury Pinot Noir,2013,4.2,33,74.99,19.5725,17.4155,0.8735,64.8927
Dragonette,Red wine,Santa Barbara County,United States,Seven,2013,4.2,33,49.99,80,50.8534,0,49.1593
Sequitur,Red wine,Ribbon Ridge,United States,Pinot Noir,2016,4.2,33,84.99,25.497,20.4625,13.4959,62.1986
Martinelli,Red wine,Russian River Valley,United States,Moonshine Ranch Pinot Noir,2012,4.2,33,68,42.723,14.5198,15.9651,46.8948
Conterno Fantino,Red wine,Barolo,Italy,Barolo Mosconi,2004,4.2,32,85.99,63.1977,80,3.78329,80
Tricerchi,Red wine,Brunello di Montalcino,Italy,AD 1441 Brunello di Montalcino,2015,4.2,31,75,53.0958,62.4356,0,69.9267
Marco Mosconi,Red wine,Amarone della Valpolicella,Italy,Amarone della Valpolicella,2009,4.2,31,71.4,80,21.0887,46.5296,13.1613
Walt,Red wine,Anderson Valley,United States,The Corners Pinot Noir,2018,4.2,29,75,48.9561,16.0316,13.8822,51.4566
Val di Suga,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Vigna del Lago,2015,4.2,29,113.95,48.2301,51.8878,1.27005,57.7107
Hunt Cellars,Red wine,Paso Robles,United States,CabOvation Cabernet Sauvignon Reserve,2013,4.2,29,75,79.2683,38.3753,0,44.6253
Beringer,Red wine,Knights Valley,United States,Knights Valley Cabernet Sauvignon,1991,4.2,28,69.99,80,50.7142,6.28414,40.569
Rivers-Marie,Red wine,Sonoma Coast,United States,Silver Eagle Vineyard Pinot Noir,2016,4.2,28,77.99,48.0578,18.3995,9.19638,52.7455
SIMI,Red wine,Alexander Valley,United States,Alexander Valley Cabernet Sauvignon,2002,4.2,28,49.99,80,46.7756,0.146183,39.9947
Laird Family Estate,Red wine,Los Carneros,United States,Pinot Noir Ghost Ranch,2014,4.2,28,73,38.6738,16.5562,6.48195,53.1644
Lynmar Estate,Red wine,Russian River Valley,United States,Monastery Pinot Noir,2017,4.2,27,73,48.2867,18.3566,16.509,53.2572
Migration,Red wine,Santa Maria Valley,United States,Bien Nacido Vineyard Pinot Noir,2017,4.2,27,70,38.5388,15.3494,4.71273,48.986
Doffo,Red wine,Temecula Valley,United States,Unfiltered Mistura,2017,4.2,27,72,80,48.3535,0,60.5776
Laird Family Estate,Red wine,Los Carneros,United States,Pinot Noir Ghost Ranch,2012,4.2,26,79,38.6738,16.5562,6.48195,53.1644
Napa Cellars,Red wine,Los Carneros,United States,Pinot Noir V Collection,2014,4.2,26,34.95,34.25,12.7566,0,52.2105
Scherrer,Red wine,Russian River Valley,United States,Pinot Noir,2007,4.2,26,49.99,43.1127,15.558,15.5475,54.0701
Bedrock Wine Co.,Red wine,Sonoma Valley,United States,Monte Rosso Zinfandel,2016,4.2,26,75,80,28.2206,25.3792,18.7296
Tamber Bey,Red wine,Sonoma Coast,United States,Sun Chase Vineyard Pinot Noir,2018,4.2,25,75,43.0433,16.5251,0.286432,46.3913
Francesco Rinaldi & Figli,Red wine,Barolo,Italy,Barolo Le Brunate,2004,4.2,25,110,57.4423,74.3849,4.84339,77.7193
Tara Bella Winery and Vineyards,Red wine,Russian River Valley,United States,Estate Cabernet Sauvignon,2013,4.2,25,80,80,51.0887,0,41.4475
Bugay,Red wine,Sonoma County,United States,The Empress Cabernet Sauvignon,2006,4.2,25,75,80,58.5434,0.677683,61.9959
Fattoria dei Barbi,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2010,4.1,3521,62.99,44.021,54.0598,2.67112,60.5733
Tenuta Il Poggione,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2006,4.1,1689,79.95,47.0222,56.0367,5.48307,61.5752
Altesino,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2006,4.1,1287,109.99,43.1271,51.85,4.20656,59.8531
Casisano - Colombaio,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2012,4.1,752,54.99,44.2989,51.991,4.45919,61.6718
Emblem,Red wine,Napa Valley,United States,Napa Valley Cabernet Sauvignon,2012,4.1,747,36.99,80,52.0552,3.71862,63.5215
Prunotto,Red wine,Barolo,Italy,Barolo Bussia,2009,4.1,555,81.59,58.5787,70.8829,5.02019,79.2606
Cavallotto,Red wine,Barolo,Italy,Barolo Bricco Boschis,2012,4.1,517,160,60.7557,75.4261,6.05677,79.6414
Elvio Cogno,Red wine,Barolo,Italy,Barolo Cascina Nuova,2011,4.1,470,58,59.4866,73.9305,3.72429,80
Foradori,Red wine,Vigneti delle Dolomiti,Italy,Granato,2015,4.1,391,100.99,61.839,40.4367,15.9684,31.4787
Luigi Baudana,Red wine,Barolo,Italy,Barolo Serralunga,2012,4.1,346,56,60.7451,76.1293,1.32548,80
